"experiment_id","run_id","provider","model_label","temperature","temperature_code","prompt_family_id","prompt_family_slug","family_label","family_group","replicate","prompt_file","expected_output_file","expected_score_input_file","expected_score_output_file","description"
"TRACE_20260611","OpenAI_F01_T00_R020","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","20","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_020.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_020.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_020.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_020.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R021","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","21","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_021.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_021.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_021.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_021.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R022","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","22","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_022.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_022.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_022.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_022.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R023","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","23","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_023.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_023.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_023.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_023.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R024","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","24","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_024.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_024.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_024.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_024.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R025","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","25","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_025.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_025.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_025.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_025.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R026","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","26","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_026.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_026.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_026.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_026.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R027","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","27","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_027.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_027.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_027.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_027.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R028","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","28","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_028.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_028.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_028.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_028.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R029","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","29","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_029.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_029.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_029.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_029.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F01_T00_R030","OpenAI","GPT 5.0 moderate","0.0","00","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","30","Experiment_Prompt/OpenAI/Temp_0.0/F01_OpenAI_temp_00_rep_030.md","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_030.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_030.md","Score_Output/OpenAI/Temp_0.0/output_S__F01_OpenAI_temp_00_rep_030.json","Only the downstream Random Forest prediction wrapper is visible; upstream neighbor-feature construction is hidden."
"TRACE_20260611","OpenAI_F02_T00_R001","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","1","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_001.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_001.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_001.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_001.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R002","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","2","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_002.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_002.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_002.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_002.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R003","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","3","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_003.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_003.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_003.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_003.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R004","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","4","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_004.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_004.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_004.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_004.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R005","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","5","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_005.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_005.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_005.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_005.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R006","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","6","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_006.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_006.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_006.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_006.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R007","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","7","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_007.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_007.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_007.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_007.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R008","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","8","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_008.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_008.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_008.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_008.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R009","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","9","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_009.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_009.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_009.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_009.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R010","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","10","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_010.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_010.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_010.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_010.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R011","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","11","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_011.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_011.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_011.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_011.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R012","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","12","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_012.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_012.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_012.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_012.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R013","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","13","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_013.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_013.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_013.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_013.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R014","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","14","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_014.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_014.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_014.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_014.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R015","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","15","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_015.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_015.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_015.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_015.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
"TRACE_20260611","OpenAI_F02_T00_R016","OpenAI","GPT 5.0 moderate","0.0","00","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","16","Experiment_Prompt/OpenAI/Temp_0.0/F02_OpenAI_temp_00_rep_016.md","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_016.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_016.md","Score_Output/OpenAI/Temp_0.0/output_S__F02_OpenAI_temp_00_rep_016.json","The neighbor-construction code is visible, with no semantic hint about topology, adjacency, graph, raster, or static structure."
