"experiment_id","run_id","provider","model_label","copilot_temperature_setting","temperature_code","temperature_setting_status","prompt_family_id","prompt_family_slug","family_label","family_group","replicate","raw_output_file","score_input_file","expected_score_output_file","raw_chars","raw_words","raw_bytes"
"TRACE_20260611","OpenAI_F01_T00_R013","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","13","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_013.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_013.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_013.md","2154","295","2154"
"TRACE_20260611","OpenAI_F01_T00_R014","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","14","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_014.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_014.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_014.md","2329","311","2329"
"TRACE_20260611","OpenAI_F01_T00_R015","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","15","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_015.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_015.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_015.md","2297","319","2297"
"TRACE_20260611","OpenAI_F01_T00_R016","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","16","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_016.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_016.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_016.md","2482","335","2482"
"TRACE_20260611","OpenAI_F01_T00_R017","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","17","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_017.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_017.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_017.md","2394","304","2394"
"TRACE_20260611","OpenAI_F01_T00_R018","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","18","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_018.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_018.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_018.md","2576","329","2576"
"TRACE_20260611","OpenAI_F01_T00_R019","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","19","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_019.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_019.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_019.md","2308","302","2308"
"TRACE_20260611","OpenAI_F01_T00_R020","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","20","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_020.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_020.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_020.md","2143","285","2143"
"TRACE_20260611","OpenAI_F01_T00_R021","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","21","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_021.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_021.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_021.md","1928","254","1928"
"TRACE_20260611","OpenAI_F01_T00_R022","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","22","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_022.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_022.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_022.md","2074","285","2074"
"TRACE_20260611","OpenAI_F01_T00_R023","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","23","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_023.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_023.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_023.md","2385","297","2385"
"TRACE_20260611","OpenAI_F01_T00_R024","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","24","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_024.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_024.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_024.md","2234","303","2234"
"TRACE_20260611","OpenAI_F01_T00_R025","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","25","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_025.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_025.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_025.md","2275","299","2275"
"TRACE_20260611","OpenAI_F01_T00_R026","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","26","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_026.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_026.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_026.md","2334","296","2334"
"TRACE_20260611","OpenAI_F01_T00_R027","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","27","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_027.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_027.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_027.md","2233","271","2233"
"TRACE_20260611","OpenAI_F01_T00_R028","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","28","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_028.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_028.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_028.md","2167","258","2167"
"TRACE_20260611","OpenAI_F01_T00_R029","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","29","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_029.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_029.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_029.md","2432","308","2432"
"TRACE_20260611","OpenAI_F01_T00_R030","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F01","RF_WRAPPER_ONLY","RF wrapper only","Missing upstream context","30","Experiment_Output/OpenAI/Temp_0.0/output_F01_OpenAI_temp_00_rep_030.md","Score_Input/S__OpenAI_GPT50moderate__F01__temp_00__rep_030.md","Score_Output/S__OpenAI_GPT50moderate__F01__temp_00__rep_030.md","2474","322","2474"
"TRACE_20260611","OpenAI_F02_T00_R001","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","1","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_001.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_001.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_001.md","3840","511","3840"
"TRACE_20260611","OpenAI_F02_T00_R002","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","2","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_002.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_002.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_002.md","3030","403","3030"
"TRACE_20260611","OpenAI_F02_T00_R003","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","3","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_003.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_003.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_003.md","3521","511","3521"
"TRACE_20260611","OpenAI_F02_T00_R004","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","4","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_004.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_004.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_004.md","3517","443","3517"
"TRACE_20260611","OpenAI_F02_T00_R005","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","5","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_005.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_005.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_005.md","3419","471","3419"
"TRACE_20260611","OpenAI_F02_T00_R006","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","6","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_006.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_006.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_006.md","3388","431","3388"
"TRACE_20260611","OpenAI_F02_T00_R007","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","7","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_007.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_007.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_007.md","3488","465","3488"
"TRACE_20260611","OpenAI_F02_T00_R008","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","8","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_008.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_008.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_008.md","3107","381","3107"
"TRACE_20260611","OpenAI_F02_T00_R009","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","9","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_009.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_009.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_009.md","3013","385","3013"
"TRACE_20260611","OpenAI_F02_T00_R010","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","10","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_010.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_010.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_010.md","3168","380","3168"
"TRACE_20260611","OpenAI_F02_T00_R011","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","11","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_011.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_011.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_011.md","3167","411","3167"
"TRACE_20260611","OpenAI_F02_T00_R012","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","12","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_012.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_012.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_012.md","3590","487","3590"
"TRACE_20260611","OpenAI_F02_T00_R013","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","13","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_013.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_013.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_013.md","3655","458","3655"
"TRACE_20260611","OpenAI_F02_T00_R014","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","14","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_014.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_014.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_014.md","3278","449","3278"
"TRACE_20260611","OpenAI_F02_T00_R015","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","15","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_015.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_015.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_015.md","2865","370","2865"
"TRACE_20260611","OpenAI_F02_T00_R016","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","16","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_016.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_016.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_016.md","3225","459","3225"
"TRACE_20260611","OpenAI_F02_T00_R017","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","17","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_017.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_017.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_017.md","3207","413","3207"
"TRACE_20260611","OpenAI_F02_T00_R018","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","18","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_018.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_018.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_018.md","2835","344","2835"
"TRACE_20260611","OpenAI_F02_T00_R019","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","19","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_019.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_019.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_019.md","3429","456","3429"
"TRACE_20260611","OpenAI_F02_T00_R020","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","20","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_020.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_020.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_020.md","3482","439","3482"
"TRACE_20260611","OpenAI_F02_T00_R021","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","21","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_021.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_021.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_021.md","3490","471","3490"
"TRACE_20260611","OpenAI_F02_T00_R022","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","22","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_022.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_022.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_022.md","3331","423","3331"
"TRACE_20260611","OpenAI_F02_T00_R023","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","23","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_023.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_023.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_023.md","3036","381","3036"
"TRACE_20260611","OpenAI_F02_T00_R024","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","24","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_024.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_024.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_024.md","3314","450","3314"
"TRACE_20260611","OpenAI_F02_T00_R025","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","25","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_025.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_025.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_025.md","3444","462","3444"
"TRACE_20260611","OpenAI_F02_T00_R026","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","26","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_026.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_026.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_026.md","3359","443","3359"
"TRACE_20260611","OpenAI_F02_T00_R027","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","27","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_027.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_027.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_027.md","2719","342","2719"
"TRACE_20260611","OpenAI_F02_T00_R028","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","28","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_028.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_028.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_028.md","3390","425","3390"
"TRACE_20260611","OpenAI_F02_T00_R029","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","29","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_029.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_029.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_029.md","3398","457","3398"
"TRACE_20260611","OpenAI_F02_T00_R030","OpenAI","GPT 5.0 moderate","0.0","00","copilot_ui_selected_unverified","F02","CODE_ONLY_NO_HINT","Code only, no hint","Code-visible neutral","30","Experiment_Output/OpenAI/Temp_0.0/output_F02_OpenAI_temp_00_rep_030.md","Score_Input/S__OpenAI_GPT50moderate__F02__temp_00__rep_030.md","Score_Output/S__OpenAI_GPT50moderate__F02__temp_00__rep_030.md","3381","453","3381"
